FileName,md5Hash,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
PDFRenderFilter (2).dll,e8fd1ec60b28515114e513ad28afd72b,34404,84,158144,10,10,181296,116,128272,14,10,7,262144,16736,1040,0,1
pdftotext.exe,57b44c0dd577df89cb1fdf5486f9c201,34404,0,0,0,4,0,0,1168664,2,25,10,2097152,0,1256,0,1
pdh (2).dll,d819109a836c9408db1ac1e07f593c60,332,84,5264,10,10,240656,4009,249856,14,10,5,262144,16704,6216,0,1
pdh (3).dll,cc413c6b83ce0bbd893cf99868f44add,34404,84,240352,10,10,274192,4012,237904,14,10,6,262144,16736,6216,0,1
pdh (5).dll,f613519bfe77ffe266fcf319a9ae7887,332,28,4736,6,6,221792,3957,4096,9,0,4,262144,320,6192,0,1
pdh (6).dll,df07b3027950667d9f2120d1e750a712,34404,28,5376,6,6,280016,3957,4096,9,0,5,262144,320,6192,0,1
pdhui (3).dll,269472bc39ff96e68deecd56126c3c8e,34404,84,51104,10,10,53712,376,49424,14,10,6,262144,16736,2064,0,1
pdhui (5).dll,5a70df475ada8f85226a245bb0da6a0e,332,28,4640,6,6,43504,376,4096,9,0,4,262144,320,2056,0,1
pdhui (6).dll,84948d06b245071c68b0c025e8ba26e4,34404,28,5184,6,6,55184,376,4096,9,0,5,262144,320,2064,0,1
mfaudiocnv (2).dll,5c3b61e1a95db14bbd3c976a441eb3ff,332,84,10720,10,10,75568,109,81920,14,10,6,262144,16704,1112,0,1
mfaudiocnv (3).dll,67523b3a79290f24203d11bc59b37c18,34404,84,111808,10,10,115216,112,105712,14,10,7,262144,16736,1112,0,1
MFC.dll,be848c94da8411f36a05c717ba74fc6b,34404,84,69824,0,5,85088,6924,49152,14,0,8,1048576,352,1428,0,1
mfc100 (2).dll,5f4342c36142c4bc8736776283089a58,34404,28,2891664,10,5,3900496,55831,2875392,10,0,6,1048576,320,1310792,0,1
mfc100.dll,a807596cb3cb377a1a687c9734d67a37,332,28,12240,10,5,2760256,57331,4096,10,0,4,1048576,320,1310792,0,1
mfc100u (2).dll,76168dd534e0adf0f30f0ca809525fce,34404,28,2895536,10,5,3925120,56160,2879488,10,0,6,1048576,320,1310792,0,1
mfc100u.dll,f32077df74efd435a1dcdf415e189df1,332,28,12128,10,5,2784592,57680,4096,10,0,4,1048576,320,1310792,0,1
mfc110.dll,19d292b0d8d417c90440b41aefd8a38e,332,28,4864,10,6,2647872,56923,2776700,11,0,5,1048576,320,1414784,0,1
mfc110chs.dll,25da02155472aa28f83b643304b5ccfb,332,0,0,10,6,0,0,0,11,0,1,1048576,1344,29480,0,1
mfc110cht.dll,02e7d3d61f01adedbb539064708c68b1,332,0,0,10,6,0,0,0,11,0,1,1048576,1344,29520,0,1
mfc110deu.dll,74228936b1444740fce4f037f8244983,332,0,0,10,6,0,0,0,11,0,1,1048576,1344,57936,0,1
mfc110enu.dll,57a9e201f60dcde8d5d2ee2679e57c06,332,0,0,10,6,0,0,0,11,0,1,1048576,1344,48320,0,1
mfc110esn.dll,f90edef2727dd8ca9b3f8c589c9b0cbe,332,0,0,10,6,0,0,0,11,0,1,1048576,1344,57056,0,1
mfc110fra.dll,cb18433e9782c6e255a54c5a83ca5e12,332,0,0,10,6,0,0,0,11,0,1,1048576,1344,57984,0,1
mfc110ita.dll,1546c92aa0b2772613d2e31bb13aa550,332,0,0,10,6,0,0,0,11,0,1,1048576,1344,55912,0,1
mfc110jpn.dll,80ff1c7795babf6aa5956ba502de68a8,332,0,0,10,6,0,0,0,11,0,1,1048576,1344,37352,0,1
mfc110kor.dll,4296447cc8b48a308958f8104c62d57f,332,0,0,10,6,0,0,0,11,0,1,1048576,1344,36768,0,1
mfc110rus.dll,fae18ffad74e6c55c905f1a630d49a98,332,0,0,10,6,0,0,0,11,0,1,1048576,1344,54176,0,1
mfc110u.dll,b8de851298e99a005bfd34aa906b3fe8,332,56,2752356,10,6,45284,57268,2813952,11,0,5,1048576,320,1414784,0,1
mfc120 (2).dll,262593ab5cc592fd8d2b90e8f3b03266,34404,28,2802032,10,6,3810720,56295,2793472,12,0,6,1048576,352,1414776,0,1
mfc120.dll,df9a5545501a2442ca54c73c6f4de827,332,28,4864,10,6,2673952,57455,2797568,12,0,5,1048576,320,1414776,0,1
mfc120chs (2).dll,58bbc79a32110c948466cae4315e0e1b,34404,0,0,10,6,0,0,0,12,0,1,1048576,352,29472,0,1
mfc120chs.dll,1d343669e50f2cf53901c0b1a85d67f8,332,0,0,10,6,0,0,0,12,0,1,1048576,1344,29472,0,1
mfc120cht (2).dll,c38c69b5a41b667654244e53f1a814c8,34404,0,0,10,6,0,0,0,12,0,1,1048576,352,29512,0,1
mfc120cht.dll,928ef91c2bcc8f82725cdb1a5ed711d9,332,0,0,10,6,0,0,0,12,0,1,1048576,1344,29512,0,1
mfc120deu (2).dll,c5ebc101e92d1849a7b3880047fdbca8,34404,0,0,10,6,0,0,0,12,0,1,1048576,352,57928,0,1
Microsoft.AnalysisServices.Layout.resources (16).dll,4c4706f89aaaf62b3fd4a807bac4fcca,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1296,0,1
Microsoft.AnalysisServices.Layout.resources (26).dll,97b6c10e77c92b227854363675338215,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1312,0,1
Microsoft.AnalysisServices.Layout.resources (5).dll,7c42b22a58b71d1527131d741833b7db,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1328,0,1
Microsoft.AnalysisServices.XLHost.Modeler.resources (2).dll,f836ee3aa47c5dec57a4a5f696dbe7d2,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1216,0,1
Microsoft.AnalysisServices.XLHost.Modeler.resources (29).dll,230b2d6773ea9b2e7cc784c3ad02d651,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1288,0,1
Microsoft.AnalysisServices.XLHost.Modeler.resources (6).dll,73ba67ba7b15fdb00e63cbcd5271bc6d,332,0,0,0,4,0,0,8192,8,0,3,1048576,34112,1376,0,1
Microsoft.ApplicationInsights.UniversalTelemetryChannel.dll,642add647a03f67e951f08b520283fe8,332,28,18044,0,4,0,0,8192,11,0,3,1048576,34112,1024,0,1
Microsoft.AppV.Eventing.dll,6edbcc24b8bb5fcf0272458ad035ef48,332,28,94824,0,4,0,0,8192,11,0,3,1048576,34144,1088,0,1
Microsoft.AspNet.SignalR.Core.dll,6e94cb57f219af066ec2f328998f5119,332,28,333516,0,4,0,0,8192,11,0,3,1048576,34144,1384,0,1
Microsoft.Bluetooth.Profiles.HidOverGatt (2).dll,700da4e1f2bd99854f179c2390269eab,34404,84,141104,10,10,161360,112,129920,14,10,7,262144,16736,7096,0,1
Microsoft.Build.Conversion.Core (2).dll,5da7532d70b2ab21c72eb724c2e1afbb,332,56,87080,0,4,0,0,8192,48,0,3,1048576,34144,1224,0,1
Microsoft.Build.dll,0271819a111f0400654d8cfbb440069a,332,56,1500144,0,4,0,0,8192,48,0,3,1048576,34144,181280,0,1
Microsoft.Build.Framework (4).dll,e586a5dc861386f4fe5057eae30b51da,332,28,71128,0,4,0,0,8192,48,0,3,1048576,34144,19032,0,1
Microsoft.Build.resources (13).dll,31328be5907c433bdaf5f577d4e70a0b,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1136,0,1
Microsoft.Build.resources (5).dll,b25dff10b3fa544d5c2be311fa1f0fc8,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1136,0,1
Microsoft.Build.resources.ni (17).dll,1a6ecf1a70b380245daff9c5b067be4a,332,28,87872,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (29).dll,c17f6b7a3260c912da4bafdcc0c534aa,34404,28,79828,0,5,0,0,0,11,0,3,0,33088,1132,0,1
Microsoft.Build.resources.ni (40).dll,98203a1bceee87df53b363782a374333,34404,28,84708,0,5,0,0,0,11,0,3,0,33088,1132,0,1
Microsoft.Build.resources.ni (52).dll,997b19b0592cfdc8e8d4004c113e73ef,34404,28,91428,0,5,0,0,0,11,0,3,0,33088,1132,0,1
mfc120enu (2).dll,1708b225dae258b847a447628c6a7a5d,34404,0,0,10,6,0,0,0,12,0,1,1048576,352,48312,0,1
mfc120enu.dll,bc61781863211abbc7c15248ccfaf9a0,332,0,0,10,6,0,0,0,12,0,1,1048576,1344,48312,0,1
mfc120esn (2).dll,5fb33b2ced7aa5d69707eb31c4d4b7af,34404,0,0,10,6,0,0,0,12,0,1,1048576,352,57048,0,1
mfc120esn.dll,0f79e653d7f5180678e457ce39813f0e,332,0,0,10,6,0,0,0,12,0,1,1048576,1344,57048,0,1
mfc120fra (2).dll,edf43fb1f708b1d5ecf6af64b2106275,34404,0,0,10,6,0,0,0,12,0,1,1048576,352,57976,0,1
mfc120fra.dll,f09b21c8959133053e94a4af14d6b46f,332,0,0,10,6,0,0,0,12,0,1,1048576,1344,57976,0,1
mfc120ita (2).dll,729ac7c4146890693fc7f8aaf8d20539,34404,0,0,10,6,0,0,0,12,0,1,1048576,352,55904,0,1
mfc120ita.dll,ffa0b900c2c0401d902465591e165e16,332,0,0,10,6,0,0,0,12,0,1,1048576,1344,55904,0,1
mfc120jpn (2).dll,3c976744835f3dd9d6ef459a650b3e30,34404,0,0,10,6,0,0,0,12,0,1,1048576,352,37344,0,1
mfc120jpn.dll,4ba51da48f1ba2222664017724251775,332,0,0,10,6,0,0,0,12,0,1,1048576,1344,37344,0,1
mfc120kor (2).dll,46aba46ed83a1cd9c8e6b5b7076d2f7d,34404,0,0,10,6,0,0,0,12,0,1,1048576,352,36760,0,1
mfc120kor.dll,6201122886a4557a3e97647f95fb34ac,332,0,0,10,6,0,0,0,12,0,1,1048576,1344,36760,0,1
mfc120rus (2).dll,f6e6ebb21b23eb772930732288451936,34404,0,0,10,6,0,0,0,12,0,1,1048576,352,54168,0,1
mfc120rus.dll,dfb441ca61002365f2db2ef8769455e4,332,0,0,10,6,0,0,0,12,0,1,1048576,1344,54168,0,1
mfc120u (2).dll,f334296734f1633b0b74ecc48ea4d87d,34404,28,2805952,10,6,3835808,56620,2797568,12,0,6,1048576,352,1414776,0,1
mfc120u.dll,f4f2a4c459dd3aa22dd3984d13b15746,332,28,4864,10,6,2698768,57800,2822144,12,0,5,1048576,320,1414776,0,1
mfc140 (2).dll,8a64fe50b7f5e5af19ae53f0a7f1353e,332,56,163392,10,6,2950864,57843,3076096,14,10,7,1048576,16704,1414816,0,1
mfc140 (3).dll,44184a8d86bf984dc1f098f072abb630,332,56,163312,10,6,3052064,57843,3178496,14,12,6,1048576,16704,1414808,0,1
mfc140 (4).dll,a682f6379dcb1d857bebbb8f0c3cd4f7,34404,56,3521552,10,6,4286448,56164,3211264,14,12,7,1048576,16736,1414808,0,1
mfc140.dll,ac5c2f92d50c62768b37e42d2adcf5f9,34404,56,3470560,10,6,4227088,56164,3162112,14,10,8,1048576,16736,1414816,0,1
mfc140chs (2).dll,7be7043777340c25be3ba347167adb4e,332,56,4096,10,6,0,0,0,14,10,2,1048576,1344,29520,0,1
mfc140chs (3).dll,bad1fa4bfbbbf6ff155e12519346b4fc,332,56,4096,10,6,0,0,0,14,12,2,1048576,1344,29512,0,1
mfc140chs (4).dll,367b5bbc4f4beec4c0989394846a5c82,34404,56,4096,10,6,0,0,0,14,12,2,1048576,352,29512,0,1
mfc140chs.dll,dc50127bd19a5f815b4dd44e94bd757b,34404,56,4096,10,6,0,0,0,14,10,2,1048576,352,29520,0,1
mfc140cht (2).dll,80b35034d7f3e8bbe8ab318f4436cf99,332,56,4096,10,6,0,0,0,14,10,2,1048576,1344,29560,0,1
mfc140cht (3).dll,71bd3f678cbfd1b69028e620e445c4fc,332,56,4096,10,6,0,0,0,14,12,2,1048576,1344,29552,0,1
mfc140cht (4).dll,39c59537ad7b35a95817dab872b300ad,34404,56,4096,10,6,0,0,0,14,12,2,1048576,352,29552,0,1
mfc140cht.dll,791b1f83f533137025bff4b7c202b6b5,34404,56,4096,10,6,0,0,0,14,10,2,1048576,352,29560,0,1
mfc140d (2).dll,bb4a36c19e4552a8b8c7783d72a60df1,34404,56,8617408,10,6,9314416,66196,6885376,14,12,7,1048576,16736,1414808,0,1
spwinsat (2).dll,d92e037db44b36e6808b2fc00d188c1d,332,84,5968,10,10,11120,83,16384,14,10,5,262144,16704,1024,0,1
spwinsat (3).dll,2608aa36370b487f725c8258c66277e9,34404,84,14720,10,10,15744,84,12560,14,10,6,262144,16736,1024,0,1
spwinsat (5).dll,05b723a46656d47c115d632ffe6f61e5,332,28,4304,6,6,11328,83,4096,9,0,4,262144,320,1024,0,1
spwinsat (6).dll,25656b26d3fbdacd7e798ca09d7bd12d,34404,28,4496,6,6,14032,83,4096,9,0,5,262144,320,1024,0,1
spwizeng (2).dll,86c0603fcc2c829273bc262bcbb21480,332,84,68544,10,10,295152,71759,512000,14,10,5,262144,16704,1032,0,1
spwizeng (3).dll,c02c68d66deb9bdb9fdda4e56b36c4a2,34404,84,352352,10,10,383472,74548,309016,14,10,6,262144,16736,1032,0,1
spwizeng (5).dll,bf0e789289509038e3d38800ba83e07b,332,28,5776,6,6,263600,70770,4096,9,0,4,262144,320,1032,0,1
spwizeng (6).dll,cf4926dc9b24efa2a96556ac13177468,34404,28,7536,6,6,369680,73509,4096,9,0,5,262144,64,1032,0,1
spwizimg (2).dll,909bfb4cbf0901f282cde3c4fdf1f914,332,56,4096,10,10,0,0,0,14,10,2,262144,1344,5855472,0,1
spwizimg (3).dll,59ce23bd597796864bd117f9e2317aa5,34404,56,4096,10,10,0,0,0,14,10,2,262144,352,5855472,0,1
spwizimg (5).dll,f83b9db7aae2f27d159edb71fb149073,332,0,0,6,6,0,0,0,9,0,1,262144,1344,8337872,0,1
spwizimg (6).dll,d8c3b8b6ed25958397e2117f5a1fe8a4,34404,0,0,6,6,0,0,0,9,0,1,262144,320,8337872,0,1
spwizres (2).dll,a96e84c22c03be4593c62b1e5ac3e934,332,56,4096,10,10,0,0,0,14,10,2,262144,1344,7064,0,1
spwizres (3).dll,99fc930dde0416f7efe370891b03b32d,34404,56,4096,10,10,0,0,0,14,10,2,262144,352,7064,0,1
System.Runtime.Handles (2).dll,69df79e05217844f3d3bb6467a8e4fca,332,0,0,0,4,0,0,8192,48,0,3,1048576,34112,1164,0,1
System.Runtime.InteropServices (2).dll,ff437eb9051217233e7db2f39e82638a,332,0,0,0,4,0,0,8192,48,0,3,1048576,34112,1228,0,1
System.Runtime.InteropServices.ni.dll,4209a740db13f2e1861e3c5a09172510,34404,28,19820,0,5,0,0,0,11,0,3,0,33088,1224,0,1
System.Runtime.InteropServices.RuntimeInformation (2).dll,82deb78891f430007e871a35ce28fac4,332,28,22060,0,4,0,0,8192,48,0,3,1048576,34112,1444,0,1
System.Runtime.InteropServices.RuntimeInformation (4).dll,8f63c931c724fa936597fbe534cea808,332,0,0,0,4,0,0,8192,48,0,3,1048576,34112,1372,0,1
Microsoft.CertificateServices.PKIClient.Cmdlets.ni.dll,6616efeeb419126f183b049e6044fe55,34404,56,671584,0,5,0,0,0,11,0,4,0,320,1180,0,1
Microsoft.CertificateServices.PKIClient.Cmdlets.Resources (2).dll,eca8c972ec96d396f5e893c7967fc097,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1144,0,1
Microsoft.CloudExperienceHost (4).dll,eab116da1b5b38d7f59d0bfa1d64c40c,34404,84,49568,0,6,59568,136,45056,14,10,6,1048576,16736,1128,0,1
Microsoft.CodeAnalysis.CSharp (2).dll,612af39a551f8a9bb360490926277c12,332,56,4129108,0,4,0,0,8192,48,0,3,1048576,34144,450724,0,1
Microsoft.CodeAnalysis.CSharp.EditorFeatures.dll,7614642b0d920e29ee55c8674db85eac,332,56,150068,0,4,0,0,8192,48,0,3,1048576,34144,6576,0,1
Microsoft.Build.Tasks.CodeAnalysis.ni (2).dll,f7dd63d78d13a8dfaf0793a66800d33e,34404,56,438012,0,5,0,0,0,11,0,4,0,33088,1088,0,1
Microsoft.Build.Tasks.CodeAnalysis.ni.dll,eac1ed5bc3134457cbf17744a79f9c0e,332,56,351372,0,5,0,0,0,11,0,4,0,34112,1088,0,1
Microsoft.Build.Tasks.Core (2).dll,14ff5db34e7a2b3af53b9526d3b9887f,332,56,1192416,0,4,0,0,8192,48,0,3,1048576,34144,42564,0,1
Microsoft.Build.Tasks.Core.ni (2).dll,ff599340d66149288c7c4db6c52e66e7,34404,56,2848472,0,5,0,0,0,11,0,4,0,33088,1186,1,1
Microsoft.Build.Tasks.Core.ni.dll,8af19e66fe6efd23e1ee61bb4f8eab5b,332,56,2347056,0,5,0,0,0,11,0,4,0,34112,1186,0,1
Microsoft.Build.Tasks.Core.resources (10).dll,61e0eafb8342c65ad70f0f82f2060cdd,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1232,0,1
Microsoft.Build.Tasks.Core.resources (11).dll,62f6a1a3eefcab944bb26e18a1abad2c,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1232,0,1
Microsoft.Build.Tasks.Core.resources (12).dll,17475debf5d60670c59ce2342f542363,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1232,0,1
Microsoft.Build.Tasks.Core.resources (13).dll,7329b4f3b5d2781fa46c5c252eb583d3,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1232,0,1
Microsoft.Build.Tasks.Core.resources (14).dll,225be45685051dc5bfdbb408a0f3223a,332,0,0,0,4,0,0,8192,11,0,3,1048576,34112,1232,0,1
Microsoft.Build.Utilities.Core.resources.ni (50).dll,259d326afea4c393aada007d29c68909,34404,28,33924,0,5,0,0,0,11,0,3,0,33088,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (51).dll,2462377ddde34d0272bc673e7d7dbec3,34404,28,31724,0,5,0,0,0,11,0,3,0,33088,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (52).dll,27dfe1b41ed0852fd425971f8c61f6bf,34404,28,31820,0,5,0,0,0,11,0,3,0,33088,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (53).dll,38b6c1ec4e990ea7bbb5a5f8c2af6fdb,34404,28,31564,0,5,0,0,0,11,0,3,0,33088,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (54).dll,97304f1f99e1ebbd0a69a4ce989752c8,34404,28,29972,0,5,0,0,0,11,0,3,0,33088,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (55).dll,7e7be819e1a067346eb978df52577367,34404,28,31708,0,5,0,0,0,11,0,3,0,33088,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (56).dll,424f477011e5752b3d7badeb91406af7,34404,28,31140,0,5,0,0,0,11,0,3,0,33088,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (6).dll,b160abb36d82a43c35ac917983835eea,332,28,31936,0,5,0,0,0,11,0,3,0,34112,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (7).dll,763ddc5bc78031908d98d45194e06091,332,28,31956,0,5,0,0,0,11,0,3,0,34112,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (8).dll,fcfad504caa147ac251fcf375150a35f,332,28,33788,0,5,0,0,0,11,0,3,0,34112,1260,0,1
MSBuildTaskHost.resources.ni.dll,346b991ed03070d656086a8c00c14cf9,332,28,20672,0,5,0,0,0,11,0,3,0,34112,1132,0,1
MSCAND20 (2).DLL,770ab780b5b0d2f87d6487ee2eceeca7,332,84,61280,10,10,945440,165,954368,14,10,6,262144,16704,594488,0,1
MSCAND20 (3).DLL,b1071b7fa66a91e0b95bd41446017966,34404,84,999568,10,10,1141360,168,942192,14,10,7,262144,16736,594488,0,1
MSCAND20 (5).DLL,afb54649962adeed7573fd64a3ff6f0f,332,28,5072,6,6,576752,165,4096,9,0,4,262144,320,138624,0,1
MSCAND20 (6).DLL,05623417f90f41632c184939c5c5122e,34404,28,6048,6,6,836688,165,4096,9,0,5,262144,320,138624,0,1
mscandui (2).dll,0621b4d09efabed0823295852b5e42fd,332,84,28752,10,10,215968,165,221184,14,10,5,262144,16704,8648,0,1
mscandui (3).dll,35e41bbbaa76d5ce55954a76452f7818,34404,84,258464,10,10,265152,168,247008,14,10,6,262144,16736,8648,0,1
mscandui (5).dll,0f35f75ba38a68beac631367f49f2114,332,28,5072,6,6,275824,165,4096,9,0,4,262144,320,8648,0,1
mscandui (6).dll,893d4c7242792fc0cdbf5b4f29f07f79,34404,28,6016,6,6,371552,165,4096,9,0,5,262144,320,8648,0,1
mscat32 (2).dll,40f2d7b1d6a73cef55c2bb386b4dbdd0,332,84,4496,10,10,8272,1274,16384,14,10,5,262144,16704,1056,0,1
mscat32 (3).dll,0fa64ef56e313586949ecff6ad21c35a,34404,84,8656,10,10,9536,2476,8448,14,10,6,262144,16736,1056,0,1
mscat32 (5).dll,388fda9ead0688ab90abf36c9e745cac,332,28,4352,6,6,9152,1274,4096,9,0,4,262144,320,1056,0,1
mscat32 (6).dll,eab20013f83683bad7f9be329c9db5a6,34404,28,4256,6,6,7472,2474,4096,9,0,5,262144,320,1056,0,1
MSCDM.DLL,4d1986cadb5cea593d72304aff24206e,332,84,223236,0,6,286720,200,225280,14,10,6,1048576,320,4464,0,1
MSchedExe (2).exe,aa88216bc6b4cdda3ac59403930dbde4,34404,84,8896,10,10,0,0,8464,14,10,6,524288,49504,75160,0,1
MSBuild.resources.ni (15).dll,d93d12dd6103f642660e1567651a804e,332,28,48944,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (16).dll,ae55417aa2e03f99aedcad872a9f1845,332,28,48860,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (17).dll,1f0e9a09c8f2f62686885922269bb320,332,28,53488,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (18).dll,9fad288e60a848dab22fcc2458afe05a,332,28,66900,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (19).dll,96e3f376935a644a17ff9f4775608dd1,332,28,53380,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (2).dll,5125dd411a11cab12a30d164e0bc02b4,332,28,48860,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (20).dll,b9b957bace0abe928127e101256ca118,332,28,54768,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (21).dll,9d2f27348ba72e66f8a0eee5d17b05b2,332,28,54860,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (22).dll,b28832e056f020bad6594b0250d8d795,332,28,59132,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (23).dll,c40adcd401eaa2938a378c6a58a7606a,332,28,54816,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (24).dll,0c464ec80ac99fefa98d91c7d5450898,332,28,55052,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (25).dll,b60d640b052ec008bdaab0fb0ea402b1,332,28,54560,0,5,0,0,0,11,0,3,0,34112,1068,0,1
MSBuild.resources.ni (26).dll,fd7a1c601809b8b804cce756bfc6c0ea,332,28,50660,0,5,0,0,0,11,0,3,0,34112,1068,0,1
Microsoft.Build.Tasks.Core.resources.ni (18).dll,193d74c9200290c377cc2863be0367bc,332,28,185868,0,5,0,0,0,11,0,3,0,34112,1228,0,1
Microsoft.Build.Tasks.Core.resources.ni (19).dll,8c564dc2952c974a2de989c5c2945c64,332,28,144672,0,5,0,0,0,11,0,3,0,34112,1228,0,1
Microsoft.Build.Tasks.Core.resources.ni (2).dll,b55490c30fac17c709f94f9ff12847ec,332,28,132236,0,5,0,0,0,11,0,3,0,34112,1228,0,1
Microsoft.Build.Tasks.Core.resources.ni (20).dll,ed986572d9001d383786715b3af16a17,332,28,149660,0,5,0,0,0,11,0,3,0,34112,1228,0,1
Microsoft.Build.Tasks.Core.resources.ni (21).dll,d550eec7c9c54c7ad6dc93ce7cad6702,332,28,151744,0,5,0,0,0,11,0,3,0,34112,1228,0,1
Microsoft.Build.Tasks.Core.resources.ni (22).dll,46660e60d9fd031421017ca1526d78d1,332,28,164716,0,5,0,0,0,11,0,3,0,34112,1228,0,1
Microsoft.Build.Tasks.Core.resources.ni (23).dll,182b667bf235402defddf94eb4946c69,332,28,147300,0,5,0,0,0,11,0,3,0,34112,1228,0,1
Microsoft.Build.Tasks.Core.resources.ni (24).dll,65c7fe4b24e0b11934e3058fff8d7ac7,332,28,149196,0,5,0,0,0,11,0,3,0,34112,1228,0,1
Microsoft.Build.Tasks.Core.resources.ni (25).dll,35f5b49aa323ae35d474be6cbaaa5861,332,28,145908,0,5,0,0,0,11,0,3,0,34112,1228,0,1
Microsoft.Build.Tasks.Core.resources.ni (26).dll,4f46bb4884d9961d1032aeedab942c8d,332,28,136636,0,5,0,0,0,11,0,3,0,34112,1228,0,1
Microsoft.Build.resources.ni (18).dll,14b2433ffc4f831748e9dc66d8154347,332,28,113748,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (19).dll,c16166282eccbd9b5207c0db5692ee5b,332,28,88596,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (2).dll,5061253db39f8c05be43e89d2d78b2c5,332,28,81044,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (20).dll,8e1e255a3345f6d383d390bdbad8f41f,332,28,93104,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (21).dll,730848d96f3d23ae692a08c130329b19,332,28,92156,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (22).dll,adbb76ec450c590cf275823e37b79d85,332,28,101252,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (23).dll,54987702f091a4128c82cc44deed1f2f,332,28,91056,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (24).dll,af8dae3cca66f43c4d5a540ac60b6887,332,28,91292,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (25).dll,c574c99a70fbef4fe7f401a99aba8fae,332,28,90248,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (26).dll,fe9115f0a868d2fe56fde2f96d70c3b7,332,28,84572,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (27).dll,d454449dbc77b6bf5fc4ee37624ba632,332,28,92348,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.resources.ni (28).dll,9281f5aba9f14a0ac87ebb35ab124d0e,332,28,87484,0,5,0,0,0,11,0,3,0,34112,1132,0,1
Microsoft.Build.Utilities.Core.resources.ni (16).dll,746ea77caca63e345a8e949e2770f2d6,332,28,29012,0,5,0,0,0,11,0,3,0,34112,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (17).dll,ebfc58cb8d812e3308715a04ebee1d16,332,28,30736,0,5,0,0,0,11,0,3,0,34112,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (18).dll,a09bf9dcb0e3ed40adeb9512ecab7fdb,332,28,37140,0,5,0,0,0,11,0,3,0,34112,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (19).dll,17b8731b9f1d6a2446b17c986ff73e20,332,28,30876,0,5,0,0,0,11,0,3,0,34112,1260,0,1
Microsoft.Build.Utilities.Core.resources.ni (2).dll,c2723712d1496b7cd84d5ed1e2152e2a,332,28,29012,0,5,0,0,0,11,0,3,0,34112,1260,0,1
